id,dialect,text
1030599541836402816,BH,ياحظ من شافك وانا لشوفتك مشتاق 
1030600962568798208,BH,"من تسولفلي أصير 
أنا الضاحك أنا الناسي وأنا السعيد  "
1030865564024164352,BH, واااييي بعدد قلبببي انتي مانححررمم والله  ايهه عليجج وانتيي اكثرررر 
1031118383926915200,BH,الله يكتب لي شوفتك وتحلى بعيني الدنيا 
1031119530788040832,BH,لبيك يالله عـفوا وعـافيـه و رضا وحسن خاتمه 
1031226848448061440,BH,اففف انه يلي تربعتي فالقلب  
1031759548649025536,BH,عيدكم مبارك و كل عام و انتوا بخيرر 
1032814877734252416,BH,ما عطيتك قلب سلمتك عمر 
1032878946738753536,BH,ليت لي حظ يشابه حظهم في لقاك 
1033377769185587200,BH,انا اخباري احبك  انت شخبارك  
1033815263161081984,BH, ع حبي و اياامه 
1034248992195059584,BH,يا بسمة الخاطر عند كل طاري 
1034386272423427968,BH,ربي اسألك خير هذا اليوم وخير ما بعده 
1034418338573824000,BH,"نويت اسلم بس من كثر الوله 
نسيت السلام وقمت اردد ضمني "
1036332454041329664,BH," 
إبتسامة مليانة حب بعد لقياك "
1036720935238332416,BH,بعد شوفتك  أي والله قرت عيني وأمتلت وأكتفت 
1039001362816745600,BH,كنت احب الصبح يوم كان الصبح وجهك 
1039443012332466176,BH,"يقول 
يـا حلاتـك لا جيـتي فـ بالـي عـلى غفـله 
ابتسـم وانطـق مـن قـلبي يـا حبـي لـك "
1039636750619082752,BH,"في شوفتك طعم الحياه يتجدد
كن السعاده انت  متشكله فيك "
1039818130577661952,BH,"والعين بعد شوفتك 
مالها في مخاليق ربك نظر "
1040624110336991232,BH,بعدد قلببيي وانتي بألف خيرر مانحرررم  
1040704591678107648,BH,"الله يديمكم لي 
ي اجمل صدف عمري ي حظي الحلو "
1041775517169405952,BH,والعين من شوفتك ما تشبع نظرها 
1044104556723011584,BH,صباحي انت لو عيوني عن عيونك بعيدة 
