id,dialect,text
1177850846274609152,BH,         تصدقين نزلوا الفولورز مالي من كثر ما ابلك مال الطبوب والسحر وربط الخيوط ما ادري شنو البوم حذفت  وامس  وقبله جم واحد كلهم يضيفوني وعلي طول اعطيهم بلوك
1177850960636461056,BH,         يخرعون ما احبهم ورد المطلقات هههههه انا شنو شغلي 
1177851495737417728,BH,         هلا الوافي حي الله صباحك
1177851854522404864,BH,         هههههه تقصد كرهات حق مال السحر والطبوب اللي يدشون حساباتنا
1177853050679156736,BH,         بالعكس  احسن اكل بس احنا ما يشبعنا نبي انواع واشكال هههههه
1177853475511848960,BH,         اشدراني عنه هههههه اكيد معاشه همجه ومسلبد خايف ننضله ههههههه
1177853911639773184,BH,         وكل يوم يصيد سمج حتي عفطيه ما ياب لنا ههههههههه
1177854325407784960,BH,         وين الشاهين دش سلم واختفي شكله رجع رقد هههههههه
1177854867731300352,BH,         كريم كريم ولد ديرتنه 
1177855439075188736,BH,         الزين باجر من الفجر انا عند بابكم لا تاخريني لبسي بطولتج ونعالتج الزنوبه الخضره ولا تنسين جفيريج بسرعه علشان نروح نتريق علي حساب الوافي 
1177856024226611200,BH,         لا نطري عند الباب لان العاير وايد قطاوه هناك بياكلون السمج اللي في جفيرج ههههههههه
1177856349620916224,BH,         عاد غسلي جفيرج عن ريحة السمج لا يلاحقونه القطاوه بالدواعيس 
1177856501605642240,BH,         ههههههه لا انا ما احب القطاوه احب الاسود ههههههه كلش ما اخاف منهم
1177856764106170368,BH,         انزين واشتري لي معاج جفير يديد ونعال زنوبه حمره لان نعالتي الزنوبه الزرقه انقصت من المراكض ههههههه
1177857596105076736,BH,         انزين تعالي لقيت نعالتج نعالتج ليش قافلتها ههههه 
1177857667525697536,BH,         خلاص انا اخذي لي جذي متطوره اكثر 
1177858057419853824,BH,         يالله اخليج بارىح احط حنه في راسي حق الطلعه باجر هههههههههه
1177858268607209472,BH,         وانتي روحي شكي المشموم حق عجافينه ههههههه
1177859684780392448,BH,         ما شاءالله عليك بالعافيه عيني بارده علي معاشك الله يبارك لك فيه
1178194316000411648,BH,         عورني قلبي عليه كله اشوفه ورا الملك سلمان الله يرحمه 
1178198108494340096,BH,         الله يرحمه عور قلبي ذي القاتل يقولون 
1171660670351396864,BH,       احس احمدو مندعس ويطل علينه احين ههههههههه 
1171665060630093824,BH,       يبي يودينه رحله ههههههه يالله جهزوا حالكم
1171665642166132736,BH,       احمد ابتسم ليش كله مبوز 
1172206028240277504,BH,       الشاهين وقفوا حسابه ما ادري ليش ما سوه شي مسكين بس معانه بالقروب في حاله ما له شغل باحد  تويتر يوز عن الشاهين  
1172206511428382720,BH,       مكانه يبين بالقروب  تويتر يالله رجعوا حسابه لي متي يعني   ترا ازمر عليكم 
1172206946369363968,BH,       يالله زمروا كلكم علي تويتر 
1172409006314311680,BH,       هههههه مسكين للحين ما له حس
1172409200971935488,BH,       الشاهين مكانك يبين بالقروب يالله ارجع لنا  تويترو شياطين 
1172409343997661184,BH,       هلا عفاسيه لا بس اهمه هالايام يصككون حتي الحسابات اللي ما تتحرك
1172409640564350976,BH,       تعالي المحرق بيسر خاطرج وتستانسين وينشرح صدرج  المحرق
1172410097600884736,BH,       اشدراني عنها متعلمه هل الايام كله تهيت ههههههه ولا تقول تعالوا معاي
