id,dialect,text
1068118005022973952,SA,"عودهليوناردومطلبيانفيعي
لاعب عادي وليس لاعب سوبر ولا يفرق بشي"
1068517986737127424,SA," اللعب بمحور واحد يخوفني
لاعبين الوسط اليوم كلهم بنزعه هجوميه
ولو خلى السعيد محور بيقتله ويخفيه"
1068934487889911808,SA," رجعت ريمه لعادتها القديمه
نفوز على الفرق الكبيره ويقعدون لنا الفرق الصغيره"
1071455629586386944,SA,"مافيه احد يبغى يعترف أن السو مه مستواه هابط ولم يعد له يحيله وتتم مجامله على حساب الفريق
الاهليالرايد"
1073280323448909824,SA,"  غير مقنع في قلب الدفاع
بس ممتاز محور أو ظهير ايمن"
1075254251616657408,SA," المطيويع طاقيه كبير
سواء انتقل فتاح والا جلس
واحنا عارفين ان ادارة الانديه ما في يدها شي
اللي يقوله ابوهم ينفذوه"
1075270908422561792,SA,  اصلا مين يتابع برامجهم
1076080945655103616,SA, ماراح امسحها لأن السومه بيمسحهم
1076813475513548800,SA," ياحبيبي القناه الناقله بتكون مركزه على جمهورنا وهذا ما تعتمد عليه لجنه الانضباط
فبلاش كلام عبط لا يودي ولا يجيب"
1078186068615327616,SA,  تلقاه مجتمع معاهم بالواتس اب
1080368381977677824,SA," انت اكبر شر
الفكه منك غنيمه"
1084157136614146048,SA,"والله موهبه فقدناها
انت وينك "
1095407101445373952,SA, الاهلي فريق كبير واحنا نبغى المركز الثاني
1100103438573154432,SA,"الظهير الايمن مسرح الجريمه في كل هجمه
الاهليالوصل"
1105179172232671232,SA, مشكلة إعلاميين الاهلي انهم يعيشون على الفتات ولا يقدرون تاريخهم
1105805993793986560,SA,   مو مشكله يافهد  لو يستمرون مع المدرب القادم المشكله اذا جابوا مدرب جديد شالوا هذولا كلهم وجابوا غيرهم
1130564111249608832,SA,"الاهليباختاكور
نوح ضروري يدخل بدل يوسف الحربي
لاعب متهور يذكرني بباخشوين"
1130564774293586048,SA," غايبه شكلك مكثر سوبيا
واللي في الملعب اشباح"
1139493757508816768,SA,"اوصفالكويتبكلمه
هيه الصديق وقت الشدايد بتلقاه
وهم راعين الاوله وراعي الاوله ماينلحق"
1144906797108670464,SA,   كلام سليم بالنسبه للاجانب هم اللي يشيلوا الفريق
1144907009927667584,SA,  هههههه كو تينيوا ما نفع البرشا
1145006968840564736,SA,"  ابداء الرأي لا يعني عدم دعمهم ومساندتهم
حكايه انهم نجوم اختلف مع يا ملكي"
1149836392601653248,SA," تكره النصر انت بكيفك
لكن تكذب لا وألف لا
التعاون طلب المبلغ كاش 
والاتحاد قال على اربع دفعات
ورفض التعاون اتمام الصفقة
عموما الكاش ينهي النقاش
واللي ماعندوش مايلزموش"
1150149083212001152,SA,  منهو الرئيس المجنون المنتحر اللي يفكر يهد النصر او يدمره  هذا يجد نفسه في سابع أرض قبل لا ينفذ مخططه او حتى يفكر  فيه
1154458915628888064,SA, الله يرحمها ويجبر قلب امها
1161109406005825536,SA,  ههههه خلك متفأل بالنسبه لرقاد وراي عمل
922605490479263616,SA,"أمام مدرسه الابتدائي للبنات الآباء ينادون بأسماء بناتهم تحس انك في صيدليه اسماء ادويه مو بنات 
اسماء غربيه لدرجه فضيعه
محبوبللدعم"
923606217875951616,SA,"الاهليالفيصلي
ولا هجمه خطيره أداء سلبي"
923626443149594624,SA, المباراه كامله ولا اوفر صح من الظهيرين وهذا ما كان يحتاجه مهند اوفرات
923627149956911232,SA, قولوا لنورالدوا مانبغى استعراض نبغى اهداااااف
928946516751986816,SA," طيب  اذا اتفقوا الحراميه وانت تحبهم بالعافيه عليهم
بس غيرهم  موسعلىكلالروس"
931025193149128832,SA,"كلناحولكيااهلي
جمهور الاهلي
اذا بغيت بالقانون حاضرين
واذا بغيت بالحضارة حاضرين
واذا بغيت بالرجاله حاضرين 
حنا جمهور الاهلي له الدرع الحصين
وبربنا نستعين على الظالمين
وصامدين

جدهكذااهليوبحر
كاسالعالمحيوحشنا"
932284008406413184,SA,"الاهليالتعاون
الاهلي جينا من كل مدينه
ياربت وفيقك للملكي
ثلاث نقاط مهمه جدا"
934414720660066432,SA,"العالميهصعبه
الهلالاوراوا
الهلال حتى الاخضر لبسوه يبغون تعاطف الشعب
اجلدوهم بس جلد "
940520835235934208,SA,كلماتاخفاهاالزمن فيه ضيوف عند الباب يا ابوي جمله اختفت
942635665791049600,SA,"على الاهلي أن يستغل الفرصه لان ويلعبون بروح ورجوله ويعرف الاعبين انهم يمثلون قلعه الكوؤس 
ووراهم جمهور عظيم لا يرضى بغير القمه
قروبللاهليجينا
للانظمام للقروب عالخاص "
943130511559610368,SA, نادي مثالي جدا والدليل شيك خميس
947685576924377216,SA,"امنيتكبسنه
باقي ملخبط
ارتفاع بنزين وضريبه مظافه
خلوني اركد شوي واعلمكم"
947769134305116160,SA,"يااخوان  
محد يعرف ميكانيكي 
يسوي ربط تانكي مثل ربط المعدة 

رفعاسعارالبنزين

الراتبمايكفيالحاجه"
949631285953269760,SA," صدق ضرسك
ومنت مضطر تشرح لكل الناس 
اهم شي رفعت وطنا
الى الامام"
950453870932590592,SA," المشكله الاساسيه في الاهلي مين اللي يصنع الفرصه
هذا ماينقص الاهلي  و المشكله مسيرين النادي كانهم مايفهمون كوره
لن يتغير الاهلي اذا ماجا لاعب وسط صانع للعب"
958376441485365248,SA,"هذا المدرب في مخه شي يا احنا ما نفهم يا هو غبي
الشبابالاهلي "
958381777730572416,SA,لو بدا بصالح حتى ليو من زمان غايب
964943913223155584,SA," شكلك تدور الشهره
ههههه"
979274527615176832,SA,"رغم كل الحرب اللي شنها بعض الجماهير والإعلام عليه الا انه بقي واثق من إمكاناته
اعتمد عليه كل المدربين اللي مروا على الاهلي
سواء كان قلب او ظهير أو هداف
يملك روح عاليه ومجتهد
شبيحهعقيلبلغيث "
981196972047654784,SA," يارب توفيقك
طريقتين جميله في العرض"
982290513024962560,SA,    الدوري غصبا عنكم يا سنافر
982645397939212416,SA,  ياليت اذا كذا بنفوز بإذن الله
983640015619149824,SA,"عليسبيلالتمني
ليتني ارجع مثل طفل ن صغير
استحي لقالو العب مع البنات
واشتري العلبه ومن الفرحه اطير 
ما اخاف قولة يالله في الثبات
حافي القدمين وعلى الرمضا اسير
من صباح الله لين ياجي المبات
وان رقدنا ماندور المفارش والتأثير
وين ما ياجيك وقت النوم بات

قلمي "
984987729636282368,SA, اماني كلها الدنيا اماني
985562305550278784,SA,  ذوقك رفيع افضل مسلسل شفته
987577487466156032,SA, والله انه صادق شوف الممثلات والاعلاميات اللي يطلعون في البرامج على أنهم سعوديات كلهم مجنسات وبعضهم ماخذين اللهجه بس
991970773068861440,SA,"كلمه كانت القيامه بالنسبه لنا
ثانويه عثمان لم ينجح احد
وانت تدور اسمك بعكاظ
اللي من هذا العصر 
يسوي رتويت

صفهحلوهفيك
الخميسالونيس
البناتكذابات"
1032077267445456768,SA, فالكم وفالنا انتصار يبري الخاطر 
1032206545050894336,SA, وش مزعلك ياغالي كل شخص وميوله والا ناديك مايجمل تكتب عنه الله يهديك
1032627694016573440,SA,  والله ماقصرتوا مع الجميع ولابتقصرون
1103999780496261248,SA,"العمرالمناسبللزواج
البنت 
الولد 

بدون شك او جدال"
1120596854092251136,SA, زد رصيدك زمان عاد
1127219432235970560,SA,"الله الهادي 
ثم مجد بلادي  انامتطرففيحبالسعودية"
1127658625005125632,SA, للأسف طلعت انسان سطحي جدا 
1136726227711090816,SA, عاد عيدك يابوحمد  كل عام وأنت بخير 
1147659068322066432,SA," أهل العلم يسمون الي يسويه سعد مروزق زندقه 


الزنديق سعد مرزوق "
1151107992223453184,SA,  أستاذ خالد ممكن نسبق لاس فيغاس 
1151876967005904768,SA,   زد عليها تايد عشان يطلع الهوا 
1158001889759453184,SA," بالله هذي سالفة تسولف فيها في تويتر العم نويصر أنا استحي اسولف بها على عيالي  
 
انت تقاعدت من الجيش وعقلك تقاعد من راسك  "
1158012980803624960,SA,ياكم سعد مرزوق في عالمنا الواقعي  
1158014007174975488,SA," ابوناصر عندنا نسخة فالسعودية ما يعجبها أي شي بالكويت وكذلك جلهم لم يزوروا الكويت أو التعرف على أهلها 
نسخة سعد مروزق السعودي"
1162729853218697216,SA," صح لسانك يابوسلوم 
والله يغفر اهم ويرحمهم ويسكنهم فسيح الجنات"
1163403214030626816,SA, صح لسانك ياحامد واعتلى شانك ولاعليكم زود يالطنايا
1167214582475251712,SA, هذا حفيد نايف ونعم الحفيد ونعم الأب ونعم الجد
1167525872917725184,SA," 



خلاصة القول
يمكن اللي تقوله صبيان الجزيرة جايز لك 



صح منطوقك يابوناصر "
1175843151719862272,SA," نتابع ونشوف 
صاير الشغلة عالمكشوف "
1176720941415632896,SA,"  مستر قرقر قرقر وااااجد 
أسعد الله صباحك يابوناصر"
1176772671859765248,SA, وش انت قايل يابوعزوز
1177619287848230912,SA,خراااااف الأخوان نبي استنكار لهذا الخبر 
1178113637669429248,SA, وتجتمع غالبا في طالب العلم  
1002684909025136640,SA,الله يجعلها أوامر خير على البلاد والعباد اوامرملكيه 
1006031369187872768,SA,"ودي أعرف  شلون دوخهم 
يمكن كثر ما يفتر بالعالم 
ما عرفنا وش يبي بالضبط 
هينالكم بهكذا وزير  "
1009063929887195136,SA,"إلا بعد ننقل الحرب لمضاربها 

 
صح لسانك  يا سداح "
1012031764137639936,SA,الحظر البلوك يا دكتور بادي 
1012091969617551360,SA,"ودك أخوان الخليج يروحون يعيشون بتركيا وينتقدون رئيس حكومتهم إذا أخطأ نبي نشوف حرية التعبير المزعومة 
خصوصا أخوان الكويت 
 "
1012834279775228032,SA,"يستاهل ابوعبدالله 
وفاله مليون متابع مشعلبنعونالفمتابع"
1021558825302802432,SA,الرخيص طوول عمره رخيص  يافندم  
1026252662923304960,SA," ابوناصر 
قاعد للربع الي أنتم خابرين  
على ركبه ونص  "
1027529705765920768,SA, كفو وتستاهل العونه يابوسعد  وربعك كلهم ونعم وشرفونا  الله يوفقهم
1039756402309431168,SA, الله يتمه على خير ونفرح و حمدانالدلح بيننا 
1045008007061544960,SA,يا مال الجنة يا  عيدبنمربح
1045633240814546944,SA, يقولك اصدم وتهور ولا تخاف  إعلان سلبي بامنياز
