id,dialect,text
920395727666376832,BH, لا تنساني بتذكره بالمنصه 
920631575976595584,BH,"شنغهاياوراوا

الهلالي يشوف من راح يلعب معه بالنهائي والنصراوي يشوف من بيشجع بالنهائي  
اختلاف طموحات لا اكثر ولا اقل "
922133667648082048,BH,"الي يسالوني ايش صار عن هدفك النبيل 
و احلامك الجميله  

نبيل مات  
و جميله طلعت بووووويه 
و الهدف طلع تسلل 

"
923118452235292800,BH,"يا  نـوال  بشويش على العشاق
بحه صوتك ثارت الشوق في عيني

لا قلتي  القلوب الساهيه تشتاق
تذكرت  قلبه اللي ما يحس فيني"
923839321668509568,BH,حاولت ارفعك بس انت تحب القاع 
927612528485691392,BH,"في البحرين 

بالمجلس  ياهلا والله زارتنا البركة
بالمطبخ  سوي جاي حق الحيوان

هههههههههههههههههههههه"
928297439173505024,BH,"قلـب عطاك من الغلآ  لآ تخليـه 
حافظ علي من العواذل وصونه  

وابشر  بقلـب ل ما تعتني فيه 
يعطيـك لــو تطلبـه حتى عيونه

مــســاكــم "
929806391845539840,BH,"فديت منهو لا لقا الصدر ضايق
اقبل  يجر الصوت لاتضايقونه

وضحكت كني طول هالوقت رايق
مدري لصوته أو لــ خاطر عيونـــه"
930288807685091200,BH,"ل لححمد والشكر يآ ربي 
      على كل مآ نحن في 

      صبااح الخير "
930683955044548608,BH,"صباح الخير والرحمه وحلو التغاريد
ويارب تسعد لي صباحي وصباحهم

عسانا على حوض السعاده مواريد
وعسانا من اللي خير ربي عطاهم

صباحالخير"
936864097097826432,BH,"كملواطقطقه

الهلالالاهلي

الهلال سجل في الأهلي  هدف في الدوري 

الرقم لحاله يجلد فريقين  تعرفونهم طبعا"
937287592982302848,BH,وضع الهلال يوم رجع للدوري وشاف الأهلي  والنصر متصدرين  
937408997006733184,BH, ما عندهم نفس طويل
937919484005896192,BH,عسى صبآح آليوم تثر تبآشيرهـ  وعسى تون آيامنآ كلهـآ خير   
939441015181709184,BH,"البرد ماله غير  ام عشرين
البارز اللي مثل صدر الحمامه

حرارته في البرد تسعه وتسعين
يداوي مريضن ما تشيله عظامه"
939570666638073984,BH,"النصرالقادسيه

مساء الحنيين خل اوراوا ينفعك اللحين "
942791305100431360,BH,من كثر ما اتسدح واتبطح في البيت تعرفت على نملة مطلقة
943972371890925568,BH,"انت اشعل  ماتبي فيني وعادي
لو تبي هالقلب  هاك القلب شبه

انت صوتك  ان سمعته لا ارادي
ودي امسك صوتك بـ إيدي واحبه
صباحكم خيرر"
945986282437644416,BH,مصيبه اذا كان الشخص اللي تحبه انت وياه نفس الطبع نفس العناد نفس اللعانه 
946781849283637248,BH,"النصرالاهلي

بعض النصراوييين يبون النصر يخسر الليله عشان بس الهلال مايستفيد فزتو والا خسرتو الزعييم له يد يأكل فيها"
946828702578626560,BH,"النصرالاهلي
جمهور النصر طول الدوري يشجعون النصر ومن خساره لخساره واليوم شجعوا الاهلي وخسر الاهلي اتوقع أن أكثر من كذا نحس مافيه "
946829685761171584,BH,"النصرالاهلي

يا اخوان متى نقول لجمهور النصر هاردلك و متى نقولهم مبروك قسم بالله تلخبطت انا "
946832259180584960,BH,"النصرالاهلي
اول مره تحدث في الملاعب السعوديه 
جمهور الفريقين طالعين من الملعب زعلانين 

هههههههههههههههههههههههههههههههه  "
947153223563055232,BH,  لا انصحه بالقدوم لاسبانيا  الدوري الانجليزي يناسبه اكثر واعلاميا له ايضا لانه سيختفي نجمه في الاسباني بوجود ميسي ورونالدو
947185275335213056,BH,"انت في عينـي من اصحـاب الفخامــه
و العيــون اللــي بلا شوفــك ضريـــره

ما حصل لـي من بعد هجــرك سلامــه
ويل قلب  ن  مـا رحم خاطـــر عشيـره"
948205558527676416,BH,"المشكلة العمانيين طيبين والبحرينيين طيبين 
اخاف الوضع يصير ذي
 تفضل سجل 
 لا انت اول
 لا ما يصير انت اول
 لا حلفت انت اول 
"
951533474988613632,BH,"النصرالفيحاء
خسارة النصر مثل موت علي عبدالله صالح  سنه الشعب يبغاه يموت 
ويوم بغوه يعيش مااات 
هههههههههههههههههههههههههههههه"
952212485599264768,BH,"تشبه الورد 
مثل مايجمل الورد المكان 
أنت ضحكتك تجمل العمر الحزين  
مساووووووووووووو"
952639916416126976,BH,"مانبي لادعم ولا شيء من الهيئة الحمد لله عندنا وجه السعد لكن نبي شيء واحد فقط 

يرجع هلالنا اللي متعودين عليه   هييهالرياضهتنافسالهلال"
955142900735717376,BH,"قال الشاعر  يا طير بلغ سلامي للحبايب 
قال الطير  والله بهالجو ماني متحرك شبر 

مساء الخيراات "
956649469130543232,BH,"

شايب سعودي يقول لو علاقتنا 
مع روسيا زينه كان
 اخذنا من عندهم 
الصواريخ وعطيناهم  الدبابات اللي عندنا 

تفهم ماتفهم بكيفك  

"
960199404828446848,BH,الباطنالهلال سيروووووووتي سجل وصنع احب الاعب اللي يثبت نفسه من اول مباراه
960526168221999232,BH,"      
             
   
                

نفعتك هالخرابيط يوم توظفت

طالعني وأنا اكلمك
"
962545022699700224,BH, كيد ساحر يا بو علي  والدوري لليوفي ونقطة عالسطر
963116872962068352,BH, هاردلك للأخوة في السويق  والمالكية حلوة وقوية
963657292049797248,BH, لأن اليوفي دايخ السنة 
964239916631842816,BH,"النصرالباطن
الباطن العام فاز ع النصر 
وهالسنه فاز 
والله النصر جالس يتطور
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه"
964412710547943424,BH,"يا جحفلي طاريك للبعض حساس
لا طروا اسمك شب صدره حريقه

من يوم سجلت التعادل وبالراس
والنصر ضايع ضيع الله طريقه
هههههههههههههههههههههههههه"
965287379350249600,BH, أحلى ناس أحلى رهش أحلى درابيل أحلى زبيدي
969712911412355200,BH,"لا تتمسك بشيء ماله رغبة فيك  
الأشياء الحلوه تبقى معاك رضا مو إجبار "
975048105455489024,BH,"ثنتين لو مهـما حصل لا تجي فيك
كـره الـرفيق  وحـب من لا يودك

والثالثة كانـك تبي النـاس تعطيك 
مكانتك  فاعرف مع الناس حدك
"
984289488821158016,BH,"صباحاتالهلال
حي طاريك وحي صبح يبتدي فيك يا هلال
من يلوم القلب في حب الهلال  
يسعد صباحكم"
986188494673457152,BH,اسيا بدون الهلال مثل اللي يروح للمدرسة بدون كتب 
988634228949749760,BH, يا كابتن  انت عملت ايه  ابني يعيط مش راضي يبطل عياط  عاوز يغير اسمه من محمود صلاح إلى محمد صلاح  عاوز حل يا كابتن  
990694370356744192,BH, متسكوتلوش يا صلاح كلنا معاك
992877914520801152,BH,إذا إشتقت لشخص أقعد أسولف معاه بخيالي على الأقل أخليه يرد بالإسلوب اللي يعجبني 
993081958136799232,BH,"الزوجة بكلمة حلوة من زوجها تنسى الزعل نهائيا 
الزوج بكلمة حلوة من أي وحده  ينسى انه متزوج اصلا 

طيبين الشباب"
993402582721851392,BH,"الشفه اللي كنها  احمر التوت 
محلا  صباح الخير  ياناس منها

مدري اتابعها او اتابع الصوت
اذا عزف قوس الشفايف لحنها 
صباح الخيرات"
999245075992530944,BH,"لا تقول اصحابي كثير طيح وشوف مين يوقف معك  غيب وشوف من يسأل عنك 
وقتها عد اصحابك

"
1002954825338949632,BH,كأنه قال آخر شي بيض طماط ولا لأني يوعان والصيام مأثر فيني  
1004828253507522560,BH,"نفس اللي في ستاربكس  
بس إنتم تحبون الخساير  "
1010529255086796800,BH, مرحبا وين التغريده ليش حذفتها كنت ابغي اصوت 
1014554873952645248,BH,"خايف يخلص عمري وما سمعت هالجملة

انته الفلوس غيرتك "
1015613863730073600,BH, كفو عليك ترا حتى ربعه واتباعه ملوا من خطاباته التافه اللي ما لها طعم
1016035433275379584,BH, في الجحر منخش  وزمر  سود الله وجهه
1023178132889788416,BH,   أقلها يوقفون الابتعاث عنه ويخلونه يرجع او يغسل صحون عشان يكون عبره لكل المبتعثين السعوديه
1023981393905369216,BH, شووووو وفشار زياده عن اللزوم في ناس ماتت بالرصاص الاسرائيلي وناس ماتت من التعذيب في سجون بشار اللي ابوها يأيده لكن السؤال تضرب الجنود وما تمس ليشهل جوازها اجنبي
1024347200145567616,BH,ما دري والله شفيني  
1024349245212708864,BH, إنتو طلعوا منها والدول تعمر
1024971850428964864,BH, والله اختي مسكين اللي بتصيده السمكه عند الشاطئ وتنتفه يمكن يطلع طفل
1025335326498271232,BH,حلوة ومريحة  لكن التقرض  بالاسنان  احلى 
1025679684611268608,BH, يقول انتخابات زي ما الكويتين عايزين حسسنا كأن الكويتيين ينتظرون غزو بلادهم بفارق الصبر وما يبغون أميرهم شكله يتكلم عن فئة لخوان احد يفرط في استقرار بلده وعودة حكومته غير خونة الاوطان بس مو غريبه اذا اسويدان طلع مؤيد لثوارة البحرين
1027167405972365184,BH,      رتويت ممكن احد يعالجه وياخذ الأجر 
1029594442079059968,BH,كفو عليك يا عراقي مردغت خشمها بالارض 
1032686131513630848,BH,بيض الله وجهكم يا السعوديه حكومه وشعب ربي يزيد من عز السعوديهوين كلاب الاحواش اللي ينابحون بتدويل الحج  ما انتو بكفو تسون ربع اللي تسويه السعوديه 
1033018769105448960,BH,ما قصرت دكتور وضحت الموضوع خاصه ان ما نشر فيه نفس الطائفيه 
1033023845542895616,BH,  ننتظر اميركم يشوي لوزنا  
1034344498938167168,BH, اهداء لج تحبين لقطاوه 
1035048987659849600,BH,انزين الله يسلمج صورة العلم اللي انتي حاطته ترا علم بحريني  اكيد انتي مو قطرية  
1035052902946144384,BH, بس الله يسلمج ترا انتي حاطه صورة علم البحرين  اكيد انتي مو قطرية 
1036204485205544960,BH,حادث بسيط عند بيتهم 
1037263586681335808,BH,  والله محد عبد الا انتي عبده لايران 
1037264579699634176,BH, شفنا كذلك افعال المليشات العراقيه القذره كانت اكثر اجرام من اليهود
1037265034387357568,BH, طلعوا منها وتصير بخير
1039862385069223936,BH,خلاف بسيط وان شاء الله الامور بتنحل 
1043799734564081664,BH, متى دكتور بتيي فرع البحرين
1047383723728097152,BH, الله يعز السعوديه اللي قاهره الحاقدين
1047388978415132800,BH,   وانت شعندك يا حافي ارجع بلادك صارت مزبله كلها قمامه والايرانيين صاروا شيوخكم وعلى راسكم وانت قاعد مثل القرد بالمانيا
1047551830635556864,BH,  لا صعبه لان غالبية الناس توصل اعيالها للمدارس وبعدين تروح الدوام يعني هاذي المعادله ما تفيده
1047552161679376384,BH,  شكله احنا البحرينين اللي بنستخدمه 
1047552537459662848,BH,  الدوبي عنده ليسن والخباز وحتى اللي يغسل السيارات وما تبغون يصير ازدحام المفروض بس الاجنبي اللي عنده اسره بالبحرين يعطونه ليسن
1052222868606439424,BH, حسبي الله عليهم اذا صج
1052562329777397760,BH,  اعتقد اللي يغرد اهبل عمره  سنه
