id,dialect,text
711440132197502976,EG,وحيات الست الوالده اومال بتبني بالتمويل الأجنبي  للاسف عمري ما شتمت  لميسالحديدي 
713463852449587200,EG,هو البني آدم ده بيعمل ايه لك الله يا حمادهطلبه 
715422136182128640,EG,قولانجازمنانجازاتالسيسي   كل حاجه عاملها من يوم ما شفناه وعرفناه وهو وزير دفاع حتي الان إنجاز كل يوم في إنجاز بس الاعمي مش هيشووووووووف
719418878766510080,EG,حسبي الله ونعم الوكيل في اللي فتح موضوع جزيرة تيران في الوقت ده مع زيارة الملك سلمان اللي كلها خير لمصر غباءسياسي
722501037714763776,EG,الفاضله البيضا بخطين حمر انا هفضل أحبها طول العمر 
722508129469116416,EG, جت في وقتها يا خالد مبروك
722565824016461824,EG,يا خاين ملكش أمان ورتني العذاب اللوان  روح منك لله 
723563793838645248,EG,ياه والله انا بقول كدا برده 
724886160531685376,EG,وديه صوره من قريب زي ما قناة الجزيره جايبه وكاتبه حشد منطقة الدقي والحقيقه كداما يكملوش ناس ماشيه في جنازه محدشنزل 
727995754074230784,EG,حملةاعملبلوك   بس انا أساسا مش عامله فلو عشان اعمل بلوك يلا حصل خير وكمان مش بستندفهم بصراحه
727998660492054528,EG,هي الناس اللي زيطافي نقابة الصحفيين بيهون عليهم يعملوا في بلدهم كدا ازاي وهما فاهمين ان ده تصعيد للخارج عشان زعزعة الامن وجر بلدنا للهاوبه
728003953905045504,EG,شوفو الفرق بين أسد الخارجيه و بين اللي بيقبضوا ملايين ومعتصمين في نقابة الصحفيينلكي الله يا مصر  
728884463720124416,EG,مبروك عليكم الإعدام يا رجاله  رجاله ايه  قصدي يا خونه 
728894799126929408,EG,انا عاوزه فانوس رمضان
728898761901125632,EG, هههههههه اذا كان كدا ماشي بس ما يبقأش أغلي
728900737279864832,EG, لازم الواحد يكرمش العشرين جنيه يعني  كل ده عشان الفلو  ماشي يا عم نورت
730131992566706176,EG,ههههههههه والله اعتقد في حالة الاكتئاب اللي الواحد فيها ديه محتاج فعلا يسمع خطاباته 
730132749433098240,EG,ياااااارب ليه الواحد بيحس انه اختار حاجات غلط  المشكلة مش في كدا المشكلة انه مش قادر ولا هيقدر يستغني عنها اووووووووووف
730268279441379328,EG,الاخوانولادوسخه مهما حاولتوا تحرقوا في البلد مش هتهزوا شعره مننا الناس البسيطه في الرويعي من اول لحظة شاورت عليكم وقالت أفعالكم منكم لله
730491805456863232,EG,ماكدونالدز مليان عيال من فلوس الدروس اللي بيقمروها من ورا اهلهم جيل مهبب أهو انا فاكره ان اخر يوم الامتحانات كان بيبقي فسحه نروح نأكل فيه 
730738108015202304,EG,رئيسنا بيقلش عارف اننا شغالينلهم في الأزرق وفارسينهم 
730768200883970048,EG,مشرايحالجيش   غريبه والله مش بمذاجك وهو من امته الجيش بياخد الخونه او اخوان او أشباه الرجال إنتوا تطولوا اصلا
735544625818128384,EG,هو ايه اللي بيحصل من الحكام للاهلي ده  يخربيتك بوظت الماتش 
741560515747557376,EG,الناس اللي مش عاجبهم تبرع ام مصريه لبلدها أيا كان مستواها ومش عاجبهم اعلان الحاجه زينب بقولكم كتكوا آرف واللهم اني صايمه 
742480970125869056,EG,لو مأخدوش ضربة جزاء وعشر دقايق وهما مهزومين يتحرقوا 
747385651297910784,EG,وده اللي انا شيفاه من عربيتي الان من ش الهرملو يرضي ضمير الساده المسئولين  المعنيين بالأمر يبقي حرااااااام عليهم  
750563264824827904,EG,احلي حاجه في العيد صلاة العيد
751797120655560704,EG,طب كويس بقي انك سربت النتيجه عشان اتغيرت وبقي الزمالك هو اللي هيفوز 
752978289946419200,EG,الحمدلله يارب انا الكره ديه لو ما جتش كنت مت بحبك يامصطفي
754064175127822336,EG,ماحدش بيجي علي مصر وربنا بينصره تركيا
