id,dialect,text
1160355819126513664,LY,مشكلتي نقعد راقدة وم يوصل شي 
1160357894954639360,LY,م عيدتش ع حد لتوا
1160541817135386624,LY,قاعدة فلدار من صبح لتوا م شفت شي ومدرت شي
1160711528728997888,LY, اخيرا لقيت حد نفس رأيي
1160976708842983424,LY, حتى نا نبي نكون هكي مستقبلا لكن يخوفي نحصل ف راجل يحبها 
1160978371775553536,LY,ممكن تجونا لو سمحتن  
1160978914879164416,LY,"نكمل عقاب قرايتي 
ندير بطاطا ف الفرن ونتفرج ع افلام"
1161056599051558912,LY, ربي يرحمه ويغفرله ويصبر خوك 
1161315752391172096,LY,اول مرة تطلع مني مسقمة هك
1161344229014212608,LY,بالنسبة للنوم الي هد عليا توا
1161371118227341312,LY, عطيني الرابط يحسونة كذا
1161397345134796800,LY,مهند كنا ديمة نتعاركو ع اتفه الحاجات 
1161404833410309888,LY,نبي يوم  يجي ويمشي بسرعة عشان نبدا ف   
1161406527338663936,LY, حتى انا اقسم بالله بكل ح نديرو يوم مع البنات قريب
1161416611716325376,LY, والله م نندري عقوري ولا لا بس هوا معانا فلفصل
1161416952197390336,LY, دمدمه لنقنه وديمة نتعاركو ع من يجاوب وحاله
1161417393895350272,LY, عيب علييك كراش بسيط وكنا صغار خطاني يحكيم
1161418457172328448,LY, واو غير ي اخي
1161419000955441152,LY,خلونا متفقين ان   خيال
1161420144851050496,LY,نحن الاثنين نكروها الحركة هذ وبرضو نديرو فيها 
1161424299233816576,LY, كان وكلتني قبلها ره م تحولت لشي 
1161428076712136704,LY,  شن هذي م نعرفهش
1161428369835286528,LY,وهذا افضل اكتفاء توصله 
1161429413113847808,LY,يجماعة خويا الصغير حرفيا يحكي هكي  لطافة واستفزاز ف نفس الوقت 
1161437318642896896,LY,انا شين عادي تحبيني     يخي مفش حد شين والله  
1161453536200278016,LY,ليا اسبوعين كل يوم حرفيا نحلم ب كوابيس والموضوع قعد مزعج والله
1161706248070414336,LY, كنت غادي قبل العيد شفت عركة البقر والكلاب لايف والله متت ضحك ع المنظر
1161707170884456448,LY, الحق آية خويا الصغير عنده طيف توحد والسبب المقنع الوحيد انه كان يتفرج ع التلفزيون ف عمر صغير بكل وفي فترة معش قعد يفرق بين الي يصير ف الواقع والي يصير ف التلفزيون ولتوا وعمره  سنوات مزال يحكي بالفصحى
1161709448227938304,LY, لا الدكتورة قالت زي ماقلتي انت ان سببه مش معروف هوا يمكن مش سبب رئيسي لكن احتمال كبير يكون واحد من الاسباب
1161713374595637248,LY, عمره  ويقرا ف مدرسة مختصة بالموضوع هذا وحالته متحسنة واجد
1161810668955275264,LY,ماشللله ع الي امتحانها بعد خمس ايام وقاعدة ساهرة
1161811302815285248,LY,انا ف سرقة الاكل معندش ياما ارحميني
1162027566217269248,LY,يارب يصير الي فبالي 
1162064485491838976,LY, كلهم يقولولي ي صينية طلع موضوع جديات 
1162111915587448832,LY, قاعدة نغير ف جوي والشيت ف يدي عشان م نحسش ب تانيب الضمير
1162183626852884480,LY,والله نحب لما تجي 
1162370392280973312,LY,حسيت روحي قريب متت  
1162479308637724672,LY, نوعا ما بدايته فيها جو لكن هما يبو يديرو جو نهاية غير متوقعة لبزوها بكل
1162686604005298176,LY,اكثر حاجة نخاف منها فلحياة ومشكلة ديمة نحلم بيه 
1162686733886136320,LY, ونا صغيرة لما نعوم ونشوف ظلي ع البحر نقلبها عياط نحسابه جاني
1162692345923588096,LY,جاينا شتاء ولنقنه كان يديرو شتوية  
1162703829638483968,LY, جايتني هدية من برا يحكيم والله سوري  من الامازون
1162715132574744576,LY,كنت نقري ف ولد ف  كان كلامه كله هكي  
1162715578014076928,LY,من كملت النبات نااو ومدت وجها من توا
