id,dialect,text
938374243334742016,LY,رتويتللخير  اليوم لقيت مبلغ وقدره  الاف دولار  مربوطه بـ استيك وطايحه عند مصرف التجاره و التنمية  اتمنى صاحب المبلغ يتواصل معي ع الخاص لاستلام الاستيك 
938406139984859136,LY, لنقاني ما نقدر بالذات في مواقف زي هذي 
938416284072599552,LY,"البنت اللي تأكل في الشوكولاطة وبعدها اتحط الكاغط في الشنطة هذي مش نظافة 
هذي تبي تلحسالكاغط في الحوش"
938422126381535232,LY,تمسك بالامل نين ينقطع 
938440319254908800,LY, ههههههههههههههههه يا ربي ديما ايامك افراح و هنا و حنه و برتقال
938453725609385984,LY,"الصقع الايام اللي فاتت مكنش عارف يفتح معانا الموضوع لكن اليوم غير رأيه 
احنابنموتيافوزي"
938529119180083200,LY,لـما نخـش للحوش ونلقي صبايا وتقولي امي خش سلم 
938531567646932992,LY, لا نعجبك في المواقف هذي 
938559636793384960,LY,تي غير وينها السفاره وروها لي نبي نقدم علي لجوء  
938712561352093568,LY, اللي فتحها السراج سفاره ليبيه في امريكا مش العكس
939478670929997824,LY,"لما تفتح درج خوك وتشلط منه شخشير غليظ وتطلع تبي تلبسه فالجنان عشان ما يشوفك  تكتشف انه قوانتي مش شخشير  
كسرةخاطر "
940223836489953152,LY,"انتي مش شايفتيه لما يلبس ويفتلك روحه 
 عباره تستخدمها البنت لما تشرح لصاحباتها
عن حبيبها اللي يشبه لبريمس "
940230932711334016,LY, وانت الصادق حط اصبعك و شمه 
940320395382620160,LY,"اليوم قعمزت قعدت نتفرج ع صوري وانا اصغير 
نتأمل ف البس يلي كنت لبسه
 من أفخم أنوع أقمشة الستير و الصلونت "
940329897976791040,LY,"أمك تعبت فيك  شهور  وفرحت أنها جابت ولد 
تجي تفتح حساب بإسم بنت ليييييش"
940401832106618752,LY,الغريب ان الشخص هضا مش حاضرله عركه  
940594657918095360,LY,مش حانقتنع ان الدولار نزل الا بعد ترد حبة اللوز ع الغريبه مكان الكاكاويه 
940923139386675200,LY,عندما يقول لك إنسان انه يحبك مثل أخيه تذكر قابيل وهابيل 
941083972402077568,LY,القذافي مفروض حقن الشعب كله بالايدز وبعدها حقن روحه وريح روحه وريح امنا معاه 
941086921689849984,LY, نا هذي الحاجه الوحيده اللي مزعلتني منه انه ما دارها 
941087290717216768,LY, مره اخره تو نحسبك معاي بحقنه 
941088956820672384,LY," معقوله  
لا خلاص معناها معش نبي "
941437887337426944,LY,اعتقد ان دراكولا لو عايش معانا في هالزمان كان مص قصب سكر لان معش في حد عنده دم 
943165983983919232,LY,"قصة ليبيا ذكرتني بالنكته اللي تقول 
واحد مشى يخطب في بنت هلها واعرين 
قالهم بندير مقابلة شرعيه 
جابوله اختها الصغيرة فـ المربوعه وقالوله نفس هذه غير كبيرة "
943975311997374464,LY," ما احلى الضيق 
كان حصلت فاعل الخير هضا احسبنا معاك "
943976213093191552,LY, وريه لي اللي ما يتعب معاه 
944574076919697408,LY," يرقد فيهم من المغرب 
 يرقد فيهم من الظهر "
944969224124092416,LY, المشكله في ليبيا مشكلة تمجيد في جميع الاطراف
944969355355451392,LY, احسن وصف ل حالتك امس 
944977047914413952,LY, بعيد السو  من الصدمة لكن مش عارف شن بيصير عليك في الاياب
946534935401246848,LY,"أنا عمري ما خفت من جملة كما تدين تدان او دعوة ربي يعطيك على قد نيتك 
انا انتمني كل اللي انديره مع اللي حوليا او اللي ف نيتي يتردلي والله "
946730603566784384,LY,"اليوم جيت لي أمي قلتلها نبي نخطب
قالتلي الجمعه الجايه كان الشيخ ماخطبش اخطب انت "
947598028789239808,LY, ملهومش في الطيب يا قلبي يا طيب
947605378774261760,LY,طنطاوي يا حامي طنطا  مد ايدك و اركب ع الشنطه
947605944082497536,LY,جو سامط تكمل السنه و تبدأ سنه جديد وانت ما زلت زي ما انت ما تغير غير عمرك
947612477092544384,LY,"رأس السنه 
ما تمت إلا دماله عشان يقعد فيها راس "
947645479147491200,LY,"النفسيهمحتاجه
العقيد ابوشهاب ويقولك تكاليف عرسك من بابها لمحرابها ع حسابي 
"
947648962982482048,LY,"اللهم بلغني مرحلة 

 انت الفلوس  غيرنك "
947651680576864384,LY,"الشورما غاااليه 
و النص امتاعها اصغير  قرمتين اتخش ع الكاغط خواطر جيعان"
947799005286805632,LY,نش بالله ما ايديروها إلا العلمانيين  
947889962401325056,LY,اللي ضامن ارضاك يزعلك 
947922865160183808,LY,كن بارد الاعصاب حتى تبدع 
