id,dialect,text
1082622697333497984,MA, راه اغلب لاعبين في المنتخب هلاليين حنا ضد المنتخب لانه ضد الهلال هذا هو السبب لو ماكنش ضد الهلال كنت شجعتو من كل قلبي ولكن هم ظلمو الهلال واخدو اغلب لاعبين ديالنا
1082622856326979584,MA, وطنك فوق كل اعتبار لو كان هذا الاعتبار فيه مساواة ومن اجل الوطن مو بس عشان اضعاف الهلال
1082623749734703232,MA, ماعندي شك بهذا الشيء لكن احب فريقي يكون في اقوى حالاته
1082623914780622848,MA, ايوا الهلال واخل ليهم في الحلاقم
1082625079597502464,MA,"السعوديهكورياالشماليه

سبحان الله اغلب السعوديين يدعون بخسارة الهلال بس يوم تكلمت انا صرت مااسوى ومو عاشقة للهلال انا لولا عشقي للهلال لا يهمني المنتخب السعودي ولا الكوري اصلا مااتابع كاس اسيا للمنتخبات شنو اقول بس ناس مريضة"
1082977769577959424,MA,"فجاة صار الدوري السعودي كله لاعبين مغاربةوغيرهم كثار
كنت اتمنى يكون واحد منهم بالزعيم "
1083024704892485632,MA, لا نفطر فطور عادي حلويات و  اشياء كده اللحم يكون غدا الظهر تقريبا على مانكون خلصنا الدبح والتنظيف 
1083113572778024960,MA,"اكلكالمفضلالخبزاوالرز

الي ماجرب الطبخ المغربي مااعتقد حس بشنو تعنيه كلمة لذيييذ "
1083113967134953600,MA,"فلوسكوفرها

هي تكفينا لباقي الشهر بعدين نشوف نوفرها كيف "
1083114678266593152,MA, والله يطيرو كانهم مايحبونا مدري شفيهم انا كل شهر اقول اول مايجي راتب بسوي وبسوي وبسوي اول مايجي يطير ولا الحق عليه
1083115387087212416,MA, في ناس عليها مسؤوليات مو قصة لحافك او بطانيتك
1083496555070529536,MA,"الجمالبنظركهو

الجمال مهم لكن الاهم منه الشخصية والاخلاق وطبعا الروح لان جمال الشكل ممكن تعدله ممكن تحسنه باي طريقة لكن الروح والشخصية صعب"
1083681183249117184,MA,"الهلالالرايد

يارب توفيقك لهلالنا نحسمها وناخد ثلات نقاط يارب "
1083683437846937600,MA, والله كل شخص وقناعاته انا مااحبذ الزواج المبكر
1083683781893152768,MA, هو على حسب كل بلد احنا ماعندنا كده اكثر شي رجال ما يتزوجون بدري
1083684154418577408,MA, مدري عنهم انا ماعندي فكرة عن اهل الصحراء
1083687003244376064,MA, قلبك طايب مزروب وسير جمع راسك بعدا عاد شوف زواج
1083687893330259968,MA, الزواج مسؤولية واقتناع كيف تبي تقنعني ان البنت بهذا العمر تعرف شنو هو الزواج ومقتنعة فيه مية بالمية 
1083689984895393792,MA, والله انا مو مقتنعة بامكانية عرض عليها الموضوع اصلا
1083690242102701952,MA, مرسي والله يسعدك ويوفقك
1083692805816573952,MA, من طيب اصلك والله واحنا اهل واخوان من اقدم الملوك مو شي جديد
1083694005551091584,MA, الله يسلمك يارب ويحفظكم ويحفظ السعودية وشعبها
1083700751841542016,MA,"الهلالالرايد

مدربنا الشايب مسوي نيو لووك وصابغ شعره "
1083701473714888832,MA, اصلا الوضع باين من المعيوف الله يستر بس
1083712794695032832,MA,"الهلالالرايد

صراحة حارس الرائد خطير ماشاء الله عليه لو المعيوف جاته كل هاد التسديدات كنا رحنا فيها "
1083714052340224000,MA, بالعكس الحارس هذا تابعته من قبل مستواه مايتغير قدام اي فريق تنسته بدال المعيوف والله
1083720015743016960,MA,"الهلالالرايد

الرائد صاير كله دفاع في الشوط الثاني "
1083733721474162816,MA, انا اتكلم من قهري والمعيوف مايستحق يحرس باب عماره مو كووووره لا نضحك على بعض هذا مو حارس لولا الدفاع والله ما يسوى شي
1083733979860295552,MA, كلمة الهلال متصدر على كل حال هادي الي بتخلينا نخسر الصدارة المفروض نلعب على توسيع الفارق مو نخسر نقاط لين يعدونا الي تحتنا
1083734759958867968,MA, الله يعين المعيوف والله مايستاهل يكون حارس اصغر نادي مو فريق اول
1084027913199071232,MA, ماجبت موضوع الداخل او الخارج تكلمت عن ان زواج نصيب من الله فقط
1084195201252581376,MA, لا تقلل من المراة اذا بغت شي راح توصله
1084195363718922240,MA,  هادي اثار الوسخ والعفن
1084197448044765184,MA, انا جاتني فرص ماشي فرصة ولكن عمري فكرت نمشي بدون رضى ماما هادي شوهت اهلها وبلدها ماشي مشات عادي
1084790446096813952,MA,"كيفتقنعالبنتبالزواجفيالنت

في زواج بالنت وانا ماادري"
1084792092306665600,MA, لما يتزوجها الي عرفته بالواقع بعدين تشوف اذا بيتزوجها الي بالعالم الافتراضي
1084904083444690944,MA, يااارب هههههههههه اصلا المفروض يلتفتو لمشاكلهم اولى
1084915869883527168,MA, مافب غيري انا او مثلي 
1084939387970965632,MA,"تفكيركوينوداك

لسه ماوصلت للي اببه وان شاء الله قريب بحقق الشي الي اطمح له"
1084941228934864768,MA, دبا يجيولك يقولو لك كديري الاشهار باش رجالنا يمشيو المغرب
1084987708445986816,MA,"

تنهيدة طوييييييييلة
مييييخالف اللله عارف  "
1085150883267137536,MA,  عين دياب احلى الاماكن بكازا
1085150994730795008,MA, فال انفا بعين دياب
1085157767969689600,MA,   واخا شنو يوقع تويتر منخرجش منو 
1085164731743260800,MA, ان شاء الله كبيدة ديالي اسعد يوم
1086242312479559552,MA, الله يحفظه ويخليه لك
1078988433610157952,MA, مرسي من ذوقك والله 
1079041074868469760,MA, واذا كان لسه ماكمل عشر سنوات خدمة
1079043050368876416,MA, مخك راح بعيد الوضع مايخصني بس في ناس طلبت مني اسال
1079043502116343808,MA, الله يسهل لك يارب والله الموضوع مو كده
1079136375713206400,MA,  السؤال ليش لابسة نقاب
1079138339293417600,MA,  لا حول ولا قوة الا بالله  بالاخير يطلعونها اجنبية مو مشكلة
1079149575892545536,MA,   الفيديو قالو بجيزان مو جده
1079386644258664448,MA,  بني ملال جات بين جبال الاطلس المتوسط وسهل تادلة مو على منخفضة اذا كنت رحت لها فاكيد تعرف ان بني ملال جات بين الجبال ولسهول ابدا مو منخفضة
1079389115878203392,MA,  والله الوضع بعد ما شفت التشكيلة ما يطمن
1079390205101121536,MA,  والله خايفة الله يستر بس
1079398458811924352,MA,  ماقلت لك من اول التشكيلة ما تطمن
1079400542353453056,MA,  مبروك نقولها اخر المباراة ان شاء الله احنا لسه باولها كان بدا يجيني نوم 
1079409924277501952,MA,بالله هذا من وين جابوه 
1079410064275005440,MA,عادي نستاهل لا تزعلو 
1180969891408617472,MA, ان شاء الله خويا 
1180970188159803392,MA, مكينش في الرباط شي شارع طانطان  نبشي نشوف
1181184153263456512,MA, جتني بحال ايلا في القنيطرة
1181184581913006080,MA," اخويا الفقر يخليك تبدع في طرق السرقة 
ممكن يكونو عطو لسكان منوم"
1181333308141133824,MA,من كثرة الضحك جاني اسهال 
1181503545302032384,MA, لا انصحك بالسعودية  بنات العائلة عندنا واحدة طلقها طلاق غيبي وتانية حصلت راجلها تيعرف عليها  اخرين وبلا ما نزيد جاب الله كانو قريات وعندهم الجنسية الألمانية والفرنسية
1181526534512881664,MA," وياه ولفنا معاهم هذا الكاسيطة
معندهمش باش غدين يجوبوك  الجواب لي ممكن المغرب دار قنطرة ودار  "
1181573365531889664,MA,  حي النهضة  فيت ليا نزلت تماك وقفو عليا صحاب
1181590678050082816,MA, انا اصلا من طبع ديالي منحبش لي يبقا كل شوية يتصل وخصوصا الوتساب قالتها لها بكل أدب خدتها هي بطريقة أخرى جيت نشرح ما بغات تفهم خليتها حتى تبرد مزيان
1181590995399577600,MA,   الا بلافريج نتخاصم معاك 
1181592007854186496,MA, انا اتفق معاك ممكن نتقبل رفع تجربم المثلية ممارسة غير شرعية الا الخيانة الزوجية هذي خط أحمر بالنسبة لي كموقف شخصي
1181672880448446464,MA," لاء ماشي اللهجة لقهرتني
قهرتني حيت هدرتي في خلق الله وانا مني هدرت فيك وعيبت عليك معجبكش الحال
أنا هنا تنهدر بلهجة واحدة المغربية لا غير وتنجاوب الكل بنفس اللهجة منعرفش للمياعة بالهجات الغير"
